tgt_Y,tgt_M,tgt_D,tgt_tz,temperature,humidity,windspeed,winddirection,6hrain,6hsnow,rainprobability,raintype,seawave,skystatus,ss_numberofturbineinuse,ss
2015,3,27,1,14.1,39,2.1,152,0,0,20,0,0,3,2.444444444,150.5276667
2015,3,27,2,13,54,3,181,0,0,30,0,0,4,0.388888889,10.74933333
2015,3,27,3,12.1,59,2.1,341,0,0,30,0,0,4,1,31.22533333
2015,3,27,4,11,69,2,325,1,0,58,1,0.5,4,3.666666667,952.848
2015,3,27,5,10.9,75,1.2,314,0,0,30,0,0.5,4,9.5,673.45
2015,3,27,6,9.8,81,2.1,322,0,0,20,0,0.5,3,6.277777778,416.6573333
2015,3,27,7,10.1,76,2.1,351,0,0,20,0,0.5,3,0,0
2015,3,28,0,13.1,65,2,88,0,0,20,0,0.5,3,1,41.94866667
2015,3,28,1,15.1,65,2,118,0,0,20,0,0.5,3,0,0
2015,3,28,2,15,70,3,115,0,0,20,0,0.5,3,0,0
2015,3,28,3,14.4,75,4.3,116,0,0,20,0,0.5,3,0,0
2015,3,28,4,12.1,80,3,210,0,0,10,0,0.5,2,3.111111111,106.869
2015,3,28,5,10.2,80,2,318,0,0,10,0,0.5,2,3.833333333,140.2016667
2015,3,28,6,8.1,81,2,328,0,0,10,0,0.5,2,2.166666667,148.481
2015,3,28,7,9.1,76,2,322,0,0,10,0,0.5,1,7.277777778,773.0613333
2015,3,29,0,13.1,64,2.4,299,0,0,10,0,0.5,1,2.666666667,275.333
2015,3,29,1,16.299999,53,2.2,354,0,0,10,0,0.5,2,9.333333333,2380.505333
2015,3,29,2,17.4,59,4.5,342,0,0,10,0,0.5,2,10,7733.9
2015,3,29,3,14.2,75,4.4,36,0,0,10,0,0.5,2,7.777777778,1043.217333
2015,3,29,4,12.1,80,2.1,294,0,0,20,0,0.5,3,4.777777778,131.7596667
2015,3,29,5,10.3,86,1.1,2,0,0,20,0,0.5,3,3.055555556,360.714
2015,3,29,6,9,86,1.1,328,0,0,20,0,0.5,3,0,0
2015,3,29,7,8.3,86,2.1,175,0,0,10,0,0.5,2,0,0
2015,3,30,0,14.3,76,2,120,0,0,10,0,0.5,2,0,0
2015,3,30,1,17.200001,65,3.1,163,0,0,10,0,0,2,0.222222222,5.824
2015,3,30,2,17.1,70,4.1,173,0,0,10,0,0,2,0.166666667,1.28
2015,3,30,3,14.1,85,4.1,195,0,0,10,0,0,2,0.0555555556,0.564333333
2015,3,30,4,14.1,80,3.1,206,0,0,20,0,0.5,3,7.888888889,1100.366333
2015,3,30,5,13.9,85,1,203,0,0,20,0,0.5,3,9.166666667,3484.282
2015,3,30,6,13.1,90,2.1,168,0,0,20,0,0.5,3,10,4183.433333
2015,3,30,7,13.3,90,3.1,179,0,0,30,0,0.5,4,10,3200.968333
2015,3,31,0,16.299999,84,3.2,170,5,0,59,1,0.5,4,10,6783.444333
2015,3,31,1,18.200001,85,4.2,183,5,0,60,1,0.5,4,9.833333333,6611.448333
2015,3,31,2,18.1,85,5.3,199,5,0,60,1,0.5,4,9.444444444,2237.371333
2015,3,31,3,16.799999,84,4,200,5,0,60,1,0.5,4,10,5937.171667
2015,3,31,4,16.1,90,4.1,199,0,0,28,0,1,4,10,6648.398333
2015,3,31,5,15.3,90,0.8,216,0,0,30,0,1,4,10,9301.654333
2015,3,31,6,14.2,90,2.1,330,0,0,20,0,1,3,10,11673.68867
2015,3,31,7,13.9,90,2.1,333,0,0,20,0,0.5,3,10,8443.313667
2015,4,1,0,16.200001,80,2.1,328,0,0,20,0,0.5,3,9.666666667,8627.470333
2015,4,1,1,18.6,69,4.2,341,0,0,20,0,0.5,3,5.666666667,3676.724667
2015,4,1,2,19,80,4.1,38,0,0,20,0,0.5,2,0.166666667,2.028
2015,4,1,3,17.4,85,4,82,0,0,10,0,1,2,0.555555556,15.97366667
2015,4,1,4,14.2,90,4,86,0,0,10,0,1,2,4.277777778,403.943
2015,4,1,5,14.3,80,2.9,88,0,0,10,0,1.5,2,9.055555556,800.5643333
2015,4,1,6,13.3,90,2.9,89,1,0,59,1,1.5,4,10,4250.663333
2015,4,1,7,14.3,85,4.1,102,0,0,30,0,1.5,4,10,4329.314333
2015,4,2,0,16.5,85,1.9,125,0,0,30,0,2,4,9.722222222,4703.642
2015,4,2,1,17.4,90,3,138,0,0,30,0,1,4,9,4516.014333
2015,4,2,2,17,90,6.1,177,5,0,59,1,1,4,9,6339.042667
2015,4,2,3,17.1,89,8.1,194,5,0,59,1,1,4,9,4748.190333
2015,4,2,4,17.1,95,7.7,200,20,0,70,1,1,4,9.055555556,7644.334
2015,4,2,5,17.1,90,5.5,213,20,0,80,1,1.5,4,7.166666667,12766.12
2015,4,2,6,16.200001,89,6.4,226,40,0,80,1,1.5,4,8.5,5076.692
2015,4,2,7,16.200001,90,4.3,320,40,0,70,1,1.5,4,8.944444444,7084.841667
2015,4,3,0,15.9,90,4.5,318,10,0,60,1,1,4,9.888888889,16278.464
2015,4,3,1,15.8,74,4.3,326,10,0,63,1,1,4,10,16990.681
2015,4,3,2,16.5,84,5,331,0,0,30,0,1,4,10,12645.13033
2015,4,3,3,15.6,79,4,330,0,0,30,0,1,4,10,13909.88
2015,4,3,4,11.7,84,3.1,334,0,0,30,0,1,4,9.888888889,7904.821667
2015,4,3,5,10.7,84,1.2,342,0,0,30,0,1,4,8.388888889,3779.024
2015,4,3,6,9.8,90,0.9,355,0,0,30,0,1,4,10,10512.09633
2015,4,3,7,11.3,85,3.1,93,0,0,30,0,1,4,8.111111111,7153.605
2015,4,4,0,14.3,84,3,103,0,0,30,0,1,4,3.722222222,583.152
2015,4,4,1,15.3,79,5.2,109,0,0,30,0,1.5,4,6.611111111,637.9686667
2015,4,4,2,15.5,90,4,117,10,0,60,1,1.5,4,10,4940.997667
2015,4,4,3,15.3,90,4.9,110,10,0,60,1,1.5,4,10,8401.552333
2015,4,4,4,15.5,95,3.8,131,10,0,70,1,1,4,10,6744.812
2015,4,4,5,15.2,90,2.7,230,10,0,70,1,1,4,10,5137.080667
2015,4,4,6,15.1,90,2.9,284,5,0,60,1,1,4,9.833333333,4378.483333
2015,4,4,7,14.3,91,2.8,311,0,0,30,0,1,4,5.111111111,1270.423667
2015,4,5,0,15.2,91,1.3,41,0,0,30,0,1,4,4.277777778,1158.654667
2015,4,5,1,16.299999,86,2.4,37,0,0,30,0,1,4,8.833333333,5154.075
2015,4,5,2,17.1,85,4.1,1,5,0,30,0,1,4,8.333333333,1589.480333
2015,4,5,3,15,90,4.3,44,0,0,30,0,1,4,1.333333333,102.871
2015,4,5,4,13.9,90,2.1,5,10,0,70,1,0.5,4,2.333333333,67.28333333
2015,4,5,5,14,90,2,332,10,0,70,1,0.5,4,0,0
2015,4,5,6,12.7,90,3.7,315,10,0,70,1,0.5,4,2.388888889,169.8203333
2015,4,5,7,12.8,85,3.6,331,10,0,70,1,0.5,4,7.944444444,3211.418333
2015,4,6,0,13.4,90,2.9,14,5,0,69,1,0.5,4,9,2039.525333
2015,4,6,1,14.3,90,3,3,5,0,60,1,0.5,4,5.277777778,1251.425
2015,4,6,2,14.1,90,3,15,0,0,30,0,0.5,4,7.722222222,2080.989
2015,4,6,3,13.1,85,2.9,34,1,0,60,1,0.5,4,9.722222222,3441.125
2015,4,6,4,11.1,85,2,27,0,0,30,0,0.5,4,9.611111111,2652.074333
2015,4,6,5,10.1,86,4.1,331,0,0,30,0,1,4,8.277777778,3822.445333
2015,4,6,6,9.2,89,3.1,332,1,0,60,1,1,4,10,4877.331
2015,4,6,7,8.1,79,4,336,0,0,30,0,1,4,10,7041.769333
2015,4,7,0,9.9,60,4,334,0,0,30,0,1,4,10,14024.864
2015,4,7,1,13,50,3.9,341,0,0,30,0,1,4,10,17114.57
2015,4,7,2,13,51,4,336,0,0,20,0,1,3,10,15282.76167
2015,4,7,3,11.3,61,3,325,0,0,20,0,1,3,10,8976.098333
2015,4,7,4,10.2,81,0.9,326,1,0,30,0,1,4,10,4796.381667
2015,4,7,5,9.3,80,5.2,330,1,0,60,1,1,4,10,3043.071667
2015,4,7,6,8.1,76,3,336,0,0,30,0,1,4,9.555555556,1016.697
2015,4,7,7,7.2,87,3,330,1,0,63,1,1,4,9.944444444,2444.187667
2015,4,8,0,11.3,71,2,31,1,0,62,1,1,4,10,6529.731
2015,4,8,1,12,66,3,50,1,0,63,1,1,4,9.944444444,7032.194667
2015,4,8,2,12,60,4,48,0,0,30,0,1,4,10,4457.129667
2015,4,8,3,11,55,4,58,0,0,20,0,1,3,9.611111111,3088.757667
2015,4,8,4,10.1,65,4.1,72,0,0,20,0,1,3,9.333333333,3220.077667
2015,4,8,5,10.1,65,2,71,0,0,20,0,1,3,10,4050.266667
2015,4,8,6,9.2,71,2.1,54,0,0,20,0,1,3,9.888888889,2454.548667
2015,4,8,7,9.1,70,2.1,49,0,0,20,0,1,3,8.055555556,514.1986667
2015,4,9,0,11.2,60,3,71,0,0,10,0,1,2,5.055555556,191.8436667
2015,4,9,1,13.3,59,3.1,67,0,0,10,0,1,2,9.055555556,931.2576667
2015,4,9,2,15.2,50,3,55,0,0,20,0,1,3,9.611111111,1216.923
2015,4,9,3,13.1,61,3,48,0,0,20,0,1,3,10,3187.032
2015,4,9,4,10.9,66,3,34,0,0,21,0,1,3,10,5167.266667
2015,4,9,5,9.9,61,1.9,18,0,0,20,0,1,3,10,3524.746667
2015,4,9,6,10.1,70,3.1,12,0,0,30,0,0.5,4,10,1850.828667
2015,4,9,7,9.9,65,4.1,10,0,0,20,0,1,3,10,3293.134667
2015,4,10,0,12.1,61,4,350,0,0,20,0,0.5,3,10,5657.120333
2015,4,10,1,14.2,45,2,344,0,0,10,0,0.5,2,10,8056.735667
2015,4,10,2,15,55,4.2,11,0,0,10,0,0.5,2,10,6793.059333
2015,4,10,3,13,61,3.1,342,0,0,10,0,0.5,2,10,6400.194333
2015,4,10,4,10.1,66,2,343,0,0,0,0,1,1,10,3639.630667
2015,4,10,5,9,71,2.1,327,0,0,0,0,1,1,10,2023.427
2015,4,10,6,7.9,71,2,328,0,0,0,0,1,1,8.444444444,805.6753333
2015,4,10,7,6.9,76,1,315,0,0,0,0,1,1,10,2965.528667
2015,4,11,0,12.1,56,2,353,0,0,0,0,0.5,1,10,2433.773
2015,4,11,1,15,61,1.9,71,0,0,0,0,0.5,1,10,3220.057333
2015,4,11,2,17,54,4,75,0,0,10,0,0.5,2,8.833333333,645.051
2015,4,11,3,14.3,59,3,64,0,0,10,0,0.5,2,6,236.3516667
2015,4,11,4,12.3,55,2.9,61,0,0,10,0,1,2,8.555555556,731.8776667
2015,4,11,5,11.3,60,2,77,0,0,20,0,1,3,9.944444444,1655.142667
2015,4,11,6,10.1,66,1.9,65,0,0,20,0,1,3,4.444444444,282.2793333
2015,4,11,7,10.3,71,2,71,0,0,20,0,1,3,5.777777778,583.1526667
2015,4,12,0,14.1,65,2,79,0,0,20,0,1.5,3,10,2869.455333
2015,4,12,1,15.1,60,4.1,85,0,0,20,0,1.5,3,10,3214.322333
2015,4,12,2,15.3,65,4,89,1,0,30,0,1.5,4,10,2868.181333
2015,4,12,3,13.6,70,3,98,1,0,61,1,1.5,4,10,5585.168
2015,4,12,4,12.3,80,3.9,78,10,0,60,1,1,4,10,10099.68433
2015,4,12,5,11.5,81,3,61,10,0,60,1,1,4,9.888888889,3590.337
2015,4,12,6,11.1,86,3.1,62,5,0,60,1,1.5,4,8.777777778,2433.115667
2015,4,12,7,12.1,85,4,48,5,0,63,1,1.5,4,10,10503.263
2015,4,13,0,12.1,80,4.1,45,1,0,63,1,2,4,10,10817.90167
2015,4,13,1,13.2,85,5,40,0,0,30,0,2,4,10,13251.58667
2015,4,13,2,13.2,90,5,26,10,0,61,1,2,4,10,9458.002333
2015,4,13,3,12.2,90,0.9,334,10,0,61,1,1.5,4,10,3491.046333
2015,4,13,4,11.2,85,2.1,340,5,0,60,1,1.5,4,9.944444444,3198.507667
2015,4,13,5,9.1,81,1.9,293,0,0,30,0,1,4,7.888888889,785.2696667
2015,4,13,6,6.1,76,3,283,0,0,20,0,1,3,4.111111111,299.0733333
2015,4,13,7,5,61,3,248,0,0,20,0,1,3,10,4626.872667
2015,4,14,0,9.4,64,3,241,1,0,20,0,1,3,9.722222222,3920.631
2015,4,14,1,12.4,60,2.1,268,1,0,60,1,1,4,10,5426.248667
2015,4,14,2,12.2,60,3,252,1,0,60,1,1,4,4.388888889,323.155
2015,4,14,3,11.3,60,2.9,312,5,0,30,0,1,4,9.666666667,2856.051667
2015,4,14,4,9,75,4.1,286,1,0,60,1,1,4,8.333333333,1654.308667
2015,4,14,5,8,76,4.1,301,0,0,30,0,1,4,9,2920.574667
2015,4,14,6,7.5,75,4,311,0,0,21,0,1,3,9,4497.096667
2015,4,14,7,8.7,65,2.2,269,0,0,20,0,0.5,4,9,4529.879667
2015,4,15,0,14.6,60,2.2,297,0,0,10,0,0.5,2,9,5562.405667
2015,4,15,1,18.4,50,2,289,0,0,10,0,0.5,2,9,4833.307
2015,4,15,2,20.799999,45,3,277,0,0,10,0,0.5,2,9,8662.523
2015,4,15,3,17.4,65,4,235,0,0,10,0,0.5,2,9,5319.719333
2015,4,15,4,14.1,70,5.1,215,0,0,10,0,0.5,2,9,11428.24733
2015,4,15,5,13.3,81,2,227,0,0,10,0,0.5,2,8.944444444,6286.307333
2015,4,15,6,13,86,4.1,214,0,0,20,0,0.5,3,9,4376.134667
2015,4,15,7,14,80,4.1,218,0,0,20,0,1,3,9,10038.68067
2015,4,16,0,17.200001,80,3,212,0,0,20,0,1,3,9,16418.353
2015,4,16,1,19.1,64,4,237,0,0,30,0,1,4,9,15218.54733
2015,4,16,2,18.9,48,5.2,260,0,0,30,0,1,4,9,9652.602333
2015,4,16,3,15,76,6.3,314,0,0,30,0,1,4,9,7263.988667
2015,4,16,4,12.1,56,5.3,324,0,0,20,0,1,3,8.388888889,5071.489333
2015,4,16,5,8.9,51,3.1,316,0,0,10,0,1,2,5.888888889,3921.615667
2015,4,16,6,8,50,2,302,0,0,10,0,1,2,9,17409.14167
2015,4,16,7,8,55,2.1,281,0,0,10,0,0.5,2,9,13502.256
2015,4,17,0,13.1,29,0.9,265,0,0,10,0,0.5,2,9,10483.97367
2015,4,17,1,16.1,29,2.4,28,0,0,10,0,0.5,2,9,9431.490667
2015,4,17,2,18.1,39,3.4,112,0,0,10,0,0.5,2,9,5926.416333
2015,4,17,3,15.1,33,2.8,193,0,0,10,0,0.5,2,8.166666667,1732.259333
2015,4,17,4,13,39,2.8,162,0,0,10,0,0.5,2,6.944444444,365.752
2015,4,17,5,12.9,44,4.2,167,0,0,10,0,0.5,2,7.555555556,1287.961
2015,4,17,6,13,60,2.1,161,0,0,20,0,0.5,3,9,1520.837667
2015,4,17,7,12.3,70,3,146,0,0,20,0,0.5,3,9,3643.608
2015,4,18,0,15.3,64,2.1,140,0,0,19,0,0.5,3,9,4253.087333
2015,4,18,1,17.299999,79,4.2,149,1,0,60,1,0.5,4,9,2283.524
2015,4,18,2,17.4,90,4.1,121,1,0,60,1,0.5,4,8.111111111,1190.513
2015,4,18,3,17.1,90,5.1,158,1,0,70,1,1,4,9,4142.582667
2015,4,18,4,16.200001,90,5.4,195,20,0,80,1,1,4,9,2864.849
2015,4,18,5,16.200001,90,3.2,208,20,0,80,1,1,4,8.277777778,2046.204
2015,4,18,6,16.200001,89,6.4,176,20,0,80,1,1.5,4,9,8759.035667
2015,4,18,7,16,90,3.3,164,20,0,80,1,1.5,4,9,12234.37933
2015,4,19,0,17.200001,90,5.3,150,10,0,80,1,1.5,4,9.055555556,15578.36667
2015,4,19,1,19.200001,89,5.2,204,10,0,60,1,2,4,10,13640.31633
2015,4,19,2,19.9,75,3.5,208,5,0,60,1,1.5,4,10,14132.02
2015,4,19,3,19.1,84,3.5,276,0,0,30,0,1,4,10,8817.449333
2015,4,19,4,17.1,90,3,206,0,0,30,0,1,4,10,13496.42367
2015,4,19,5,16.299999,91,1.8,299,0,0,30,0,1,4,10,12502.893
2015,4,19,6,15.1,96,2.3,9,5,0,30,0,1,4,4.611111111,2216.950667
2015,4,19,7,14,96,2.2,13,5,0,60,1,1,4,0,0
2015,4,20,0,14.9,90,1.8,326,5,0,60,1,1,4,0.888888889,187.4223333
2015,4,20,1,16,79,4.2,320,0,0,30,0,1,4,7.5,1149.349667
2015,4,20,2,15.7,71,4.7,321,0,0,30,0,1,4,1,38.70133333
2015,4,20,3,15.1,81,2.9,50,0,0,30,0,1,4,4.833333333,684.3623333
2015,4,20,4,13.3,85,3,64,0,0,30,0,1.5,4,8.888888889,10776.171
2015,4,20,5,12.3,80,2,43,0,0,30,0,1.5,4,9,7079.024333
2015,4,20,6,12.1,81,1.9,13,0,0,20,0,1,3,9,6926.205333
2015,4,20,7,11.3,81,1.9,357,0,0,20,0,1,3,9,5406.983667
2015,4,21,0,14.1,71,3.1,328,0,0,20,0,1,3,9,1044.039333
2015,4,21,1,17.200001,54,2.1,21,0,0,10,0,0.5,2,9,2138.846
2015,4,21,2,18.299999,43,3.1,29,0,0,10,0,0.5,2,9,3696.132667
2015,4,21,3,15,50,3.3,342,0,0,10,0,0.5,2,8.166666667,1398.566333
2015,4,21,4,13.1,60,2,328,0,0,10,0,0.5,2,7.277777778,445.3976667
2015,4,21,5,12.1,71,2,322,0,0,10,0,0.5,2,6,339.5516667
2015,4,21,6,11.1,66,1.9,301,0,0,10,0,0.5,2,5.611111111,545.32
2015,4,21,7,10.3,61,2,310,0,0,10,0,0.5,2,9,5417.743
2015,4,22,0,16.9,26,2.8,314,0,0,0,0,0.5,1,9,6217.598667
2015,4,22,1,20.4,31,2.9,322,0,0,0,0,0.5,1,9,13373.633
2015,4,22,2,20.1,35,2.9,321,0,0,0,0,0.5,1,9,9287.708
2015,4,22,3,16.6,46,3.1,323,0,0,0,0,0.5,1,8.833333333,3459.595667
2015,4,22,4,12.8,55,3.1,323,0,0,0,0,0.5,1,8.722222222,5724.106667
2015,4,22,5,10.7,61,2.1,306,0,0,0,0,0.5,1,9,7057.441667
2015,4,22,6,10,56,1.9,307,0,0,10,0,0.5,1,9,4320.77
2015,4,22,7,10.2,51,1.9,287,0,0,10,0,0.5,2,9,7979.538333
2015,4,23,0,16.1,46,0.8,283,0,0,10,0,0.5,2,9,4202.690667
2015,4,23,1,18.200001,45,2.8,327,0,0,10,0,0.5,2,9,3974.205667
2015,4,23,2,19.200001,44,3.4,21,0,0,10,0,0.5,2,7.5,2502.726
2015,4,23,3,17.4,55,3,313,0,0,10,0,0.5,2,0,0
2015,4,23,4,14.1,56,2.7,271,0,0,10,0,0.5,2,0.222222222,2.721666667
2015,4,23,5,11.2,66,2.1,234,0,0,10,0,0.5,2,4.111111111,229.5936667
2015,4,23,6,9.4,71,1.9,240,0,0,10,0,0.5,2,2,99.58566667
2015,4,23,7,10,60,2,237,0,0,10,0,0.5,2,1.888888889,94.40866667
2015,4,24,0,17.1,60,2,236,0,0,10,0,0.5,2,3.944444444,248.5223333
2015,4,24,1,20.1,44,2.1,336,0,0,10,0,0.5,2,0.222222222,6.284666667
2015,4,24,2,20.6,39,4.3,10,0,0,10,0,0.5,2,0,0
2015,4,24,3,18.1,54,4.1,7,0,0,10,0,0.5,2,0.0555555556,0.378666667
2015,4,24,4,13.3,59,4.2,350,0,0,10,0,0.5,2,3.888888889,190.7006667
2015,4,24,5,11.2,60,2.1,312,0,0,10,0,0.5,2,1.555555556,42.04933333
2015,4,24,6,10.1,55,2.1,295,0,0,10,0,0.5,2,0,0
2015,4,24,7,9.3,39,2.1,300,0,0,10,0,0.5,2,5.611111111,3179.643667
2015,4,25,0,15.4,50,2,351,0,0,0,0,0.5,1,10,11338.51967
2015,4,25,1,18.5,39,2.1,69,0,0,0,0,0.5,1,10,12186.08867
2015,4,25,2,24.6,44,4.2,56,0,0,0,0,0.5,1,10,4448.051
2015,4,25,3,19.1,49,4.2,168,0,0,0,0,0.5,1,5.277777778,429.9646667
2015,4,25,4,13.8,65,3,297,0,0,0,0,0.5,1,2.944444444,46.50433333
2015,4,25,5,11.6,55,2.1,319,0,0,0,0,0.5,1,5.388888889,239.4663333
2015,4,25,6,11,61,2,215,0,0,0,0,0.5,1,7.666666667,506.5403333
2015,4,25,7,10.1,61,2,216,0,0,0,0,0.5,1,1.055555556,109.9296667
2015,4,26,0,19.200001,39,1,187,0,0,0,0,0.5,1,7.833333333,2265.764667
2015,4,26,1,22.700001,39,2.2,15,0,0,0,0,0.5,1,8.611111111,2110.725
2015,4,26,2,22.5,33,3.5,46,0,0,0,0,0.5,1,2.888888889,230.362
2015,4,26,3,18.700001,60,4.7,99,0,0,0,0,0.5,1,0.166666667,1.941666667
2015,4,26,4,15.1,70,2.9,243,0,0,0,0,0.5,1,3,84.99433333
2015,4,26,5,12,64,1,288,0,0,0,0,0.5,1,0.833333333,8.648
2015,4,26,6,10.3,59,1.2,80,0,0,0,0,0.5,1,0.611111111,6.606666667
2015,4,26,7,9.4,60,1,177,0,0,0,0,0.5,1,0,0
2015,4,27,0,19.299999,55,2,181,0,0,0,0,0.5,1,0,0
2015,4,27,1,21.4,39,3,182,0,0,0,0,0.5,1,0,0
2015,4,27,2,21.5,58,3,178,0,0,0,0,0.5,1,0.333333333,3.487666667
2015,4,27,3,18.5,74,3,176,0,0,0,0,0.5,1,4.055555556,478.6086667
2015,4,27,4,17.200001,89,2.1,160,0,0,10,0,0.5,2,9.888888889,3235.019
2015,4,27,5,16.299999,85,2.1,162,0,0,10,0,0.5,2,9.5,4338.12
2015,4,27,6,16.1,85,2.1,160,0,0,20,0,0.5,3,10,2918.451
2015,4,27,7,16.200001,85,2,150,0,0,20,0,0.5,3,10,6816.315333
2015,4,28,0,19.200001,85,3.1,145,1,0,30,0,1,4,10,5663.775
2015,4,28,1,19.200001,85,4.1,167,1,0,60,1,1,4,9.833333333,1776.684333
2015,4,28,2,19.4,89,4,136,5,0,69,1,0.5,4,9.444444444,2007.098333
2015,4,28,3,18.299999,90,3.1,139,5,0,58,1,1,4,9.944444444,7629.834667
2015,4,28,4,17.299999,90,3,140,0,0,30,0,1,4,10,6300.851667
2015,4,28,5,16.299999,90,2.1,145,1,0,32,1,1,4,10,7526.223333
2015,4,28,6,16.200001,90,3,140,5,0,30,1,1.5,4,10,14586.50833
2015,4,28,7,16.200001,90,3,136,5,0,60,1,1.5,4,10,17609.669
2015,4,29,0,18.200001,90,4.1,204,5,0,60,1,1.5,4,10,19444.10167
2015,4,29,1,19,79,4,225,5,0,60,1,1.5,4,10,15156.379
2015,4,29,2,18.799999,95,4,202,5,0,60,1,1.5,4,10,5187.234
2015,4,29,3,17.9,91,4.1,166,5,0,60,1,1,4,5.5,975.4993333
2015,4,29,4,17,90,1.9,189,5,0,60,1,1,4,5.777777778,2244.952667
2015,4,29,5,17.1,95,1,189,5,0,60,1,1,4,7.777777778,3008.671333
2015,4,29,6,16.200001,90,0.9,140,5,0,30,0,1,4,2.555555556,184.5186667
2015,4,29,7,16.200001,95,1,345,5,0,60,1,1,4,1.833333333,104.1683333
2015,4,30,0,18.1,85,1,84,0,0,30,0,1,4,8.944444444,1761.892333
2015,4,30,1,19.200001,85,3.9,72,0,0,30,0,1,4,4.777777778,495.4473333
2015,4,30,2,19,91,2,65,5,0,64,1,1.5,4,7.777777778,1136.263
2015,4,30,3,18.1,91,3,72,0,0,30,0,1.5,4,9,5399.083333
2015,4,30,4,17.200001,85,3.1,75,0,0,20,0,1.5,3,9.833333333,3766.634
2015,4,30,5,17.200001,90,2.1,73,0,0,20,0,1,3,10,1933.017
2015,4,30,6,15.3,90,1.9,61,0,0,20,0,1,3,10,1496.811333
2015,4,30,7,15.3,85,2,52,0,0,20,0,1,3,8.777777778,542.6523333
2015,5,1,0,18.1,80,2,66,0,0,20,0,1,3,7.833333333,671.3496667
2015,5,1,1,19.799999,69,2,54,0,0,19,0,0.5,3,10,1434.437333
2015,5,1,2,19.799999,69,3.1,44,0,0,20,0,0.5,3,9.611111111,869.547
2015,5,1,3,18.799999,80,1.9,48,0,0,20,0,0.5,3,9.111111111,550.05
2015,5,1,4,15.7,85,3.1,190,0,0,10,0,0.5,3,6.833333333,346.7233333
2015,5,1,5,15.1,85,0.8,257,0,0,10,0,0.5,2,0.555555556,7.746333333
2015,5,1,6,14,85,1.1,342,0,0,10,0,0.5,2,0,0
2015,5,1,7,14.8,90,2,150,0,0,10,0,0.5,2,3.222222222,153.6273333
2015,5,2,0,18.1,85,2,161,0,0,10,0,0.5,2,9.611111111,1415.672
2015,5,2,1,19.1,74,3.2,148,0,0,20,0,0.5,3,10,2616.796333
2015,5,2,2,21.200001,75,4.2,147,0,0,30,0,0.5,4,9.833333333,5103.242
2015,5,2,3,19.200001,85,4.2,154,0,0,30,0,0.5,4,9,6558.190333
2015,5,2,4,17.200001,90,3.3,159,20,0,70,1,0.5,4,9,11432.572
2015,5,2,5,17.1,90,3.2,159,20,0,80,1,1,4,9,8355.464
2015,5,2,6,16.200001,89,7.4,140,70,0,80,1,1,4,9,11718.28833
2015,5,2,7,16.1,89,4.1,196,20,0,80,1,1.5,4,9,13722.24833
2015,5,3,0,17,85,1.9,204,0,0,30,0,1,4,9,11882.81833
2015,5,3,1,17.9,80,1.9,224,0,0,30,0,1,4,9,8630.378
2015,5,3,2,19.4,86,4.2,2,0,0,20,0,1,3,9,11781.43467
2015,5,3,3,18.1,85,3.1,356,0,0,20,0,1,3,8.833333333,7391.993333
2015,5,3,4,18,85,3.1,325,0,0,20,0,1,3,0.388888889,14.72166667
2015,5,3,5,18,79,3.1,317,0,0,20,0,1,3,0.5,22.58433333
2015,5,3,6,16.9,80,3.2,304,0,0,20,0,1,3,8.833333333,6660.752667
2015,5,3,7,13.8,75,4.3,306,0,0,20,0,1,3,9,7623.073
2015,5,4,0,17.799999,45,4,308,0,0,20,0,0.5,3,9,9591.431
2015,5,4,1,19.9,29,6.2,308,0,0,20,0,0.5,3,9,13311.27267
2015,5,4,2,18.6,31,7.2,316,0,0,10,0,0.5,2,9,15314.244
2015,5,4,3,16.9,46,6.2,322,0,0,10,0,0.5,2,9,14234.90633
2015,5,4,4,15.1,45,6.2,332,0,0,20,0,0.5,3,9,12017.632
2015,5,4,5,13.1,39,5.2,337,0,0,10,0,0.5,2,9,13220.62167
2015,5,4,6,10.7,50,4.1,337,0,0,20,0,0.5,3,9,14227.517
2015,5,4,7,9.9,50,3.1,340,0,0,10,0,0.5,2,9,16243.60733
2015,5,5,0,15.9,40,3.1,329,0,0,10,0,0.5,2,9,14229.216
2015,5,5,1,19.1,29,3.1,349,0,0,10,0,0.5,2,9,15892.57433
2015,5,5,2,20.299999,40,2.9,15,0,0,0,0,0.5,1,9,12863.42933
2015,5,5,3,17.700001,41,3.9,7,0,0,0,0,0.5,1,9,3884.803333
2015,5,5,4,13.1,60,2.6,135,0,0,9,0,0.5,2,9,3725.505667
2015,5,5,5,11.1,70,0.9,138,0,0,10,0,0.5,2,8.555555556,2061.701333
2015,5,5,6,9.7,66,1.9,213,0,0,10,0,0.5,2,6.888888889,506.717
2015,5,5,7,10.6,71,2.1,318,0,0,10,0,0.5,2,5.444444444,778.2483333
2015,5,6,0,16,50,1.2,39,0,0,20,0,0,3,2.888888889,155.5486667
2015,5,6,1,19.1,45,2.2,103,0,0,20,0,0,3,8.388888889,991.636
2015,5,6,2,19,59,2.5,203,0,0,30,0,0,4,6.5,1192.155
2015,5,6,3,16.4,64,2.7,292,0,0,30,0,0,4,7.888888889,1027.458667
2015,5,6,4,14.8,79,1.8,240,0,0,30,0,0.5,4,8.777777778,1965.509333
2015,5,6,5,13.8,84,2,357,0,0,30,0,0.5,4,0.555555556,16.30633333
