tgt_Y,tgt_M,tgt_D,tgt_tz,temperature,humidity,windspeed,winddirection,6hrain,6hsnow,rainprobability,raintype,seawave,skystatus,hk1_numberofturbineinuse,hk1,hk2_numberofturbineinuse,hk2
2014,9,25,3,23,71,5.3,14,0,0,10,0,1,2,2.611111111,1847.816667,5,5016.965
2014,9,25,4,21.5,76,4.2,11,0,0,10,0,0.5,2,2.777777778,1378.755556,5,3498.12
2014,9,25,5,20.5,81,3.9,59,0,0,10,0,0.5,2,3,565.0222222,4.888888889,1544.592333
2014,9,25,6,19.200001,81,3.8,30,1,0,10,0,0.5,3,3,440.25,5,1315.965667
2014,9,25,7,19.200001,81,3.3,59,5,0,10,0,0.5,2,3,655.4722222,5,1644.155667
2014,9,26,0,23,80,4,75,5,0,20,0,0.5,3,0.611111111,19.81666667,4,307.239
2014,9,26,1,25.299999,65,4.3,22,5,0,20,0,0.5,3,0.555555556,10.07777778,2.833333333,192.338
2014,9,26,2,25.4,68,3.8,54,0,0,10,0,0.5,2,0,0,1.055555556,49.51033333
2014,9,26,3,23.299999,70,2.5,26,0,0,10,0,0.5,2,0,0,0,0
2014,9,26,4,20.6,80,2.5,89,0,0,20,0,0.5,3,0.0555555556,0.716666667,0.888888889,34.27633333
2014,9,26,5,19.6,85,2.6,104,0,0,10,0,0.5,2,0.833333333,48.53888889,2.333333333,254.3416667
2014,9,26,6,19.299999,85,2.5,42,0,0,10,0,0.5,2,0,0,1.333333333,62.12
2014,9,26,7,19.4,80,3.6,74,0,0,10,0,0.5,2,0.388888889,11.01111111,2.222222222,188.7336667
2014,9,27,0,22.799999,72,2.5,63,0,0,10,0,0.5,2,1.222222222,86.33333333,2.277777778,429.1216667
2014,9,27,1,25.299999,67,5,329,0,0,10,0,0,2,0.166666667,5,1.166666667,101.219
2014,9,27,2,25.299999,65,5.1,7,0,0,10,0,0,2,0.444444444,9.544444444,2.166666667,199.652
2014,9,27,3,24.700001,70,4.6,37,0,0,10,0,0,2,0,0,0.555555556,22.49833333
2014,9,27,4,21.9,77,3.9,37,0,0,10,0,0,2,0.666666667,67.48888889,1.833333333,223.158
2014,9,27,5,19.6,83,3.2,31,0,0,10,0,0,2,3,1703.805556,4,2749.840333
2014,9,27,6,18.6,83,3.5,37,0,0,10,0,0,2,1.277777778,217.1555556,1.777777778,400.133
2014,9,27,7,19.4,81,3.3,36,0,0,10,0,0,2,1.5,96.18333333,2.277777778,391.2326667
2014,9,28,0,24,81,3.8,43,5,0,10,0,0,2,2.555555556,191.1666667,4,774.0223333
2014,9,28,1,26.1,71,4,11,5,0,10,0,0,2,1.722222222,84.88888889,4,536.717
2014,9,28,2,25.6,70,4,344,0,0,10,0,0.5,2,2.611111111,357.8944444,4,1095.898333
2014,9,28,3,22.4,80,5.4,30,0,0,10,0,0,2,2.111111111,119.9444444,4.222222222,690.1583333
2014,9,28,4,21.200001,86,3.4,102,0,0,10,0,0,2,2,472.3833333,5,1975.405667
2014,9,28,5,20.700001,91,2.3,116,0,0,10,0,0.5,2,2.5,408.7777778,5,1619.203667
2014,9,28,6,18.9,91,3.1,116,0,0,10,0,0.5,2,0.166666667,3.405555556,1.333333333,80.04533333
2014,9,28,7,18.9,88,4,111,0,0,20,0,0.5,3,0,0,0,0
2014,9,29,0,23.700001,78,4.1,110,0,0,20,0,0.5,3,0.166666667,4.683333333,3.055555556,254.6176667
2014,9,29,1,26.299999,70,4.3,111,0,0,20,0,0.5,3,0.944444444,158.5777778,3.777777778,1304.951333
2014,9,29,2,26.5,75,3.4,114,0,0,30,0,0.5,4,0.666666667,40.67222222,4.055555556,509.052
2014,9,29,3,25.1,84,4.2,126,0,0,30,0,0.5,4,1.166666667,114.1666667,3.166666667,510.4393333
2014,9,29,4,21.700001,89,4.1,89,0,0,61,1,0.5,4,0,0,0.5,19.79333333
2014,9,29,5,21.1,90,4.1,46,0,0,60,1,0.5,4,0,0,0.222222222,10.43233333
2014,9,29,6,20.799999,90,5.3,37,5,0,60,1,0.5,4,1.333333333,131.95,4.111111111,679.375
2014,9,29,7,20.9,90,6.5,37,5,0,60,1,0.5,4,0.722222222,34.98888889,2.5,296.8273333
2014,9,30,0,22.6,80,6,31,20,0,49,1,0.5,4,2.555555556,1517.994444,4.833333333,5391.977333
2014,9,30,1,23.9,77,6.7,30,10,0,30,0,0.5,4,3,4056.588889,5,13391.13567
2014,9,30,2,23.200001,75,7.4,34,0,0,30,0,0.5,4,3,4132.738889,5,11802.96533
2014,9,30,3,21.6,81,7.2,51,0,0,30,0,1,4,3,2084.461111,5,5678.368667
2014,9,30,4,20.4,82,6.4,60,0,0,30,0,1,4,3,1821.016667,5,4617.803333
2014,9,30,5,19.700001,82,5.7,57,0,0,30,0,1,4,3,1471.516667,5,3696.68
2014,9,30,6,19.6,82,5.2,62,5,0,20,0,1,3,2.111111111,846.7777778,5,3599.091
2014,9,30,7,19.700001,81,5.2,63,1,0,20,0,1,3,1.888888889,427.4055556,5,2818.826667
2014,10,1,0,23,70,6.2,58,0,0,20,0,1,3,0.777777778,108.5888889,4.5,1758.281333
2014,10,1,1,25.4,66,6,60,0,0,20,0,1,3,0.944444444,354.6111111,4.555555556,2794.922333
2014,10,1,2,25.4,70,6.3,46,0,0,10,0,0.5,2,0.611111111,36,3.611111111,831.884
2014,10,1,3,23.1,80,5.8,48,0,0,20,0,0.5,3,0.944444444,331.7333333,4.5,2241.731333
2014,10,1,4,21.200001,85,4,62,5,0,10,0,0.5,2,0.833333333,103.5055556,3.833333333,662.6216667
2014,10,1,5,20.299999,90,4.6,61,5,0,20,0,0.5,3,1.666666667,519.8277778,4.722222222,3789.105
2014,10,1,6,19.200001,90,4.6,52,1,0,30,0,0.5,4,2.444444444,438.5611111,4.722222222,1767.676333
2014,10,1,7,19.4,89,5.2,38,1,0,30,0,0.5,4,0.388888889,12.09444444,1.944444444,279.6753333
2014,10,2,0,21.799999,79,5.4,40,1,0,20,0,0.5,3,2.166666667,356.5388889,5,1874.372333
2014,10,2,1,24.4,69,6.1,38,1,0,20,0,0.5,3,1.722222222,227.6555556,3.833333333,1363.095667
2014,10,2,2,24.1,69,4.4,333,1,0,20,0,0.5,3,0.388888889,12.48333333,1.166666667,133.4383333
2014,10,2,3,21.9,76,5.3,327,0,0,20,0,0.5,3,0,0,0,0
2014,10,2,4,20.9,81,6,349,5,0,10,0,0.5,2,0,0,0.333333333,16.178
2014,10,2,5,19.9,81,5.4,338,0,0,10,0,1,2,0.166666667,1.955555556,2.277777778,95.10133333
2014,10,2,6,19.299999,80,7.4,347,1,1,20,0,1,3,1.277777778,112.6277778,4.333333333,608.6026667
2014,10,2,7,19,71,7.5,352,0,0,10,0,1,2,3,1496.133333,5,3018.546333
2014,10,3,0,21.1,72,7,359,0,0,20,0,1,3,3,1396.494444,5,3100.868333
2014,10,3,1,21.4,61,6.7,352,0,0,20,0,1,3,3,2058.955556,5,5251.380667
2014,10,3,2,21.4,61,8.8,358,0,0,10,0,1,2,3,3599.405556,5,9801.6
2014,10,3,3,19.9,68,6.8,5,0,0,10,0,1.5,2,3,3800.133333,5,10842.198
2014,10,3,4,18.6,67,7.7,17,5,0,10,0,1.5,2,2.944444444,3833.116667,5,11569.50167
2014,10,3,5,17.799999,72,7.3,20,5,0,10,0,1.5,2,2.666666667,3618.4,5,13515.82833
2014,10,3,6,17.6,72,6.7,25,5,0,10,0,1.5,2,2.888888889,3710.988889,5,11509.958
2014,10,3,7,17.6,72,7,35,5,0,10,0,1.5,2,3,3955.4,5,11130.69333
2014,10,4,0,20.5,69,7.8,45,0,0,10,0,1.5,2,3,2506.733333,5,6336.902333
2014,10,4,1,21.5,59,7.3,50,0,0,10,0,1.5,2,3,2147.661111,4.833333333,5892.899667
2014,10,4,2,21.4,56,8.6,50,1,0,10,0,2,2,2.277777778,286.6388889,4,1120.039333
2014,10,4,3,20,64,9.2,53,1,0,10,0,1.5,2,3,1540.366667,4,3892.421
2014,10,4,4,19,74,12.4,51,1,0,10,0,2,2,3,3612.622222,4.833333333,10989.98467
2014,10,4,5,18.6,76,12.4,47,5,1,10,0,2,2,3,4202.838889,5,13172.64867
2014,10,4,6,17.799999,76,13.4,46,5,1,10,0,1.5,2,3,3289.15,5,9601.220667
2014,10,4,7,17.700001,71,12.4,37,5,1,10,0,1.5,2,3,2608.45,5,7554.821667
2014,10,5,0,19.1,61,10.2,35,1,0,10,0,1.5,2,3,3042.916667,5,9952.127333
2014,10,5,1,20.4,62,9.4,35,1,0,10,0,1.5,2,2.888888889,4071.911111,5,14084.83533
2014,10,5,2,20.799999,60,9.1,19,1,0,10,0,1.5,2,2.833333333,4162.95,5,14708.50833
2014,10,5,3,20,65,9.3,354,1,0,10,0,1.5,2,2.277777778,3203.95,5,14735.60133
2014,10,5,4,19.1,72,9.1,2,1,1,10,0,2,2,3,4533.083333,4.388888889,13021.248
2014,10,5,5,18.5,75,9.3,358,1,1,10,0,2,2,1.888888889,2684.027778,4,9230.778667
2014,10,5,6,18.1,72,8.9,3,1,1,10,0,2,2,2.666666667,3718.505556,4.388888889,10892.915
2014,10,5,7,18,67,8.5,358,1,1,20,0,1.5,3,3,4361.866667,4.666666667,13344.77233
2014,10,6,0,19.9,63,7.8,8,1,0,0,0,1.5,1,2.5,3572.761111,4,11989.931
2014,10,6,1,20.9,59,6.9,9,0,0,0,0,1,1,2,3031.344444,4,11539.54467
2014,10,6,2,20.9,55,7.6,2,0,0,10,0,1,2,2.5,3514.95,4.388888889,11195.03333
2014,10,6,3,19.1,57,8.1,357,1,0,10,0,1,2,3,4127.761111,4.555555556,10617.20433
2014,10,6,4,17.799999,62,6.3,8,0,0,0,0,1,1,2.611111111,3415.1,4.222222222,9050.131
2014,10,6,5,16.9,65,6.4,23,0,0,0,0,1,1,3,3531.772222,5,9593.253
2014,10,6,6,16.1,70,4.6,26,0,0,0,0,1,1,3,3124.583333,4.944444444,8259.904
2014,10,6,7,16.1,65,3.7,49,0,0,0,0,1,1,3,2026.372222,4.833333333,4739.940667
2014,10,7,0,19.5,70,3.7,62,0,0,10,0,0.5,2,3,1245.388889,4,2549.23
2014,10,7,1,21.9,65,3.6,29,0,0,10,0,0.5,2,1.111111111,79.22222222,3.888888889,662.3453333
2014,10,7,2,22,60,5.7,39,0,0,10,0,0.5,2,1.333333333,90.62777778,4.333333333,865.6056667
2014,10,7,3,19.6,66,5.5,45,0,0,10,0,0.5,2,2.388888889,300.2333333,4,827.636
2014,10,7,4,18,71,5.5,38,0,0,0,0,0.5,1,3,1403.322222,3.777777778,2736.506667
2014,10,7,5,17.200001,76,4.9,33,0,0,0,0,0.5,1,3,1695.805556,4,3498.170333
2014,10,7,6,15.6,75,4.7,30,5,0,0,0,0.5,1,2.888888889,538.8,4.888888889,2080.696667
2014,10,7,7,15.5,75,3.6,27,5,0,0,0,0.5,1,1.333333333,106.9944444,5,926.6533333
2014,10,8,0,19.9,65,3.9,39,0,0,10,0,0.5,2,0.111111111,0.405555556,4.444444444,284.3543333
2014,10,8,1,23.1,62,3.5,46,0,0,10,0,0,2,1.666666667,124.3555556,5,1081.343
2014,10,8,2,22.299999,60,4.5,46,0,0,10,0,0.5,2,0.666666667,27.91111111,5,568.4463333
2014,10,8,3,19.9,69,5.2,52,0,0,10,0,0.5,2,0.888888889,30.08333333,5,447.2866667
2014,10,8,4,18.1,74,5.6,50,0,0,10,0,0.5,2,2.444444444,762.9333333,5,2313.825667
2014,10,8,5,16.9,76,5.7,53,0,0,10,0,0.5,2,3,1907.988889,5,4823.193
2014,10,8,6,17.1,77,5.1,49,0,0,0,0,0.5,1,2.444444444,904.3888889,5,3465.021667
2014,10,8,7,16.5,76,5.2,44,0,0,0,0,0.5,1,2,1112.138889,5,4694.520333
2014,10,9,0,21.1,70,5.7,45,0,0,0,0,0.5,1,1.444444444,274.1166667,3.222222222,911.3756667
2014,10,9,1,23.5,65,5.8,47,0,0,10,0,0.5,2,2.055555556,112.7777778,4.611111111,848.234
2014,10,9,2,24,65,6.5,46,0,0,10,0,0.5,2,2.111111111,401.0611111,4.666666667,1777.556
2014,10,9,3,22,70,5.8,53,0,0,10,0,0.5,2,1.055555556,322.3777778,2,998.6183333
2014,10,9,4,19.799999,76,7,46,0,0,10,0,0.5,2,3,2611.238889,5,8270.718
2014,10,9,5,18.9,80,7.9,46,0,0,10,0,0.5,2,3,2966.472222,5,9427.224667
2014,10,9,6,19,81,9,45,0,0,10,0,0.5,2,3,1620.016667,5,5526.358667
2014,10,9,7,17.6,81,9.3,48,0,0,10,0,1,2,2.222222222,213.6444444,4.833333333,1202.230667
2014,10,10,0,22.4,75,7.5,45,0,0,20,0,1,3,2.611111111,490.1888889,5,2503.195
2014,10,10,1,24.4,74,8.9,51,0,0,20,0,1,3,2.888888889,644.4888889,4.944444444,2885.852333
2014,10,10,2,24.4,69,8.9,54,0,0,20,0,1,3,2.833333333,885.8666667,5,3585.098667
2014,10,10,3,22.6,76,10.5,56,0,0,20,0,1,3,2.444444444,738.1944444,4.722222222,2410.773
2014,10,10,4,20,80,9.5,59,1,0,10,0,1.5,2,2.777777778,1610.827778,4.5,4478.200667
2014,10,10,5,18.9,81,10.4,61,1,0,10,0,1.5,2,2.333333333,2022.011111,3.888888889,5986.557667
2014,10,10,6,18.5,81,9.4,58,5,0,10,0,1.5,2,2.722222222,1363.216667,4.777777778,4221.968
2014,10,10,7,18.9,76,9.3,60,5,0,10,0,1.5,2,3,1835.266667,5,5164.084333
2014,10,11,0,22.200001,71,10.9,58,1,0,10,0,1.5,2,3,3829.144444,5,11526.094
2014,10,11,1,23.4,61,10.8,58,0,0,10,0,2,2,3,4184.083333,5,12737.49967
2014,10,11,2,23.4,63,13.7,56,0,0,10,0,2,2,3,3332.344444,5,9754.589667
2014,10,11,3,21.1,73,13.8,56,0,0,20,0,2,3,2.388888889,3251.888889,4.666666667,12083.032
2014,10,11,4,20,73,15.3,55,0,0,20,0,2,3,1.666666667,1989.527778,3.555555556,9981.335
2014,10,11,5,19.6,81,15.5,52,0,0,20,0,2,3,2.611111111,3905.205556,3.555555556,9864.552333
2014,10,11,6,18.9,84,15.3,49,0,0,30,0,2,4,2.666666667,3967.177778,4.555555556,12893.21633
2014,10,11,7,19.9,85,15.9,37,0,0,30,0,2,4,3,4001.472222,5,12120.31033
2014,10,12,0,19.9,85,16,35,0,0,30,0,2.5,4,3,3702.388889,5,10653.42567
2014,10,12,1,19.9,80,16.6,34,0,0,30,1,2.5,4,3,4165.255556,4.277777778,11012.47833
2014,10,12,2,19.799999,80,16.4,28,1,0,60,1,2.5,4,2.055555556,2472.255556,4,9077.543
2014,10,12,3,19,85,16.799999,24,0,0,70,1,2.5,4,2,2986.522222,3.444444444,9798.684667
2014,10,12,4,18.9,85,17,26,1,0,80,1,2.5,4,2.611111111,3291.338889,4.777777778,10557.703
2014,10,12,5,19,85,16.9,11,1,0,80,1,2.5,4,3,4511.005556,4.5,13172.60633
2014,10,12,6,18.9,88,16.700001,16,1,0,70,1,2,4,3,4546.155556,4.555555556,13388.12133
2014,10,12,7,18.4,87,16.6,358,1,0,60,1,2.5,4,3,4539.344444,3.777777778,10728.701
2014,10,13,0,18.299999,78,14.5,350,1,0,60,1,2,4,3,4539.516667,3.722222222,9933.866
2014,10,13,1,20,75,14.9,348,1,0,30,0,2.5,4,3,4545.166667,3.055555556,8256.191
2014,10,13,2,20.299999,65,13,336,1,0,20,0,2,3,3,4555.9,4.611111111,13494.43033
2014,10,13,3,19.9,65,12.4,337,1,0,20,0,2,3,2.666666667,4005.427778,4.833333333,14260.15433
2014,10,13,4,19,71,10.6,345,0,0,20,0,2,3,3,4552.466667,5,14567.14467
2014,10,13,5,18,76,9.5,8,0,0,20,0,1.5,3,2.333333333,3463.85,4.444444444,12106.197
2014,10,13,6,16.700001,76,9.2,357,0,0,20,0,1.5,3,3,4559.338889,5,13646.9
2014,10,13,7,16.1,73,8.5,0,0,0,20,0,1,3,2.777777778,4068.744444,5,13054.60233
2014,10,14,0,18,75,8,14,0,0,20,0,1,3,3,4108.938889,5,9037.554
2014,10,14,1,19.9,71,6.7,7,0,0,20,0,1,3,3,2750.138889,5,5337.229667
2014,10,14,2,19.799999,56,6.3,6,0,0,20,0,1,3,3,3171.605556,5,7363.833667
2014,10,14,3,18.200001,59,6,3,0,0,10,0,1,2,3,2076.161111,5,5108.126667
2014,10,14,4,16.1,62,5.9,5,0,0,20,0,1,3,3,1139.761111,5,2868.745333
2014,10,14,5,15.7,79,4.9,11,0,0,20,0,1,3,3,693.3722222,5,1875.118667
2014,10,14,6,14.9,79,4.9,355,0,0,10,0,0.5,2,3,939.85,5,2554.828
2014,10,14,7,14.3,79,4.5,354,0,0,10,0,0.5,2,2.944444444,2270.516667,5,5534.450333
2014,10,15,0,17.9,64,5,356,0,0,10,0,0.5,2,3,1416.388889,5,3409.432667
2014,10,15,1,19.1,55,4.5,351,0,0,10,0,0.5,2,2.277777778,974.7722222,5,3417.433
2014,10,15,2,19,52,6,348,0,0,10,0,0.5,2,2,516.2666667,5,2442.175
2014,10,15,3,17.700001,56,5.1,323,0,0,10,0,0.5,2,1.944444444,291.1222222,5,1516.299
2014,10,15,4,15.5,67,4,317,1,0,10,0,0.5,2,2,238.1277778,5,1184.279333
2014,10,15,5,15,67,4,333,1,0,10,0,0.5,2,1.222222222,51.78333333,5,578.3016667
2014,10,15,6,13.7,76,4.6,262,1,0,10,0,0.5,2,0.0555555556,0.305555556,1.555555556,52.04033333
2014,10,15,7,13.8,72,5.1,281,0,0,20,0,0.5,3,0,0,0.111111111,1.462666667
2014,10,16,0,19,56,6.7,287,0,0,20,0,0.5,3,1.111111111,43.36111111,4,471.4873333
2014,10,16,1,20.5,54,8.1,320,0,0,10,0,0.5,2,1.944444444,326.1611111,5,1443.419
2014,10,16,2,20.299999,47,8.7,338,1,0,10,0,1,2,1.944444444,209.3611111,4.944444444,1066.102
2014,10,16,3,18,52,7.9,349,1,0,10,0,1,2,2,580.0222222,5,2132.812333
2014,10,16,4,16.5,61,6.7,4,1,1,10,0,1,2,2,2250.266667,5,7884.116
2014,10,16,5,15.7,67,6.6,10,1,1,10,0,1,2,2,2909.755556,5,12499.642
2014,10,16,6,14.2,67,5.3,20,1,1,10,0,1,2,2,2622.45,5,12706.96033
2014,10,16,7,13.9,65,6,25,1,1,10,0,1,2,2,1994.394444,5,8190.212667
2014,10,17,0,18.1,51,6,33,1,0,10,0,1,2,2,2302.983333,5,9089.573333
2014,10,17,1,20.1,46,4.8,31,1,0,10,0,0.5,2,2,2411.822222,5,9322.831667
2014,10,17,2,20.4,46,3.5,5,1,0,0,0,0.5,1,2,1516.305556,5,6714.949667
2014,10,17,3,17.6,51,4.7,49,1,0,0,0,0.5,1,2,1481.95,5,6107.76
2014,10,17,4,15.1,64,2.5,28,1,0,0,0,0.5,1,2,935.1944444,5,3606.332333
2014,10,17,5,14,65,2.5,38,1,0,0,0,0.5,1,2,240.3777778,5,1250.015
2014,10,17,6,13.9,63,2.5,60,0,0,0,0,0,1,0.388888889,21.97777778,1.722222222,205.2283333
2014,10,17,7,13.7,63,2,75,0,0,0,0,0.5,1,0,0,0.0555555556,0.0226666667
2014,10,18,0,17.5,57,3,70,1,0,0,0,0.5,1,0,0,0,0
2014,10,18,1,21.200001,49,2.7,38,0,0,0,0,0.5,1,0,0,0,0
2014,10,18,2,21.299999,49,5,4,0,0,0,0,0.5,1,0.555555556,55.48333333,4.055555556,699.0763333
2014,10,18,3,18.4,61,4.9,46,0,0,0,0,0.5,1,0.944444444,110.9444444,3,682.6483333
2014,10,18,4,16.200001,65,3.1,92,0,0,0,0,0.5,1,0,0,0,0
2014,10,18,5,14.8,69,2.4,96,0,0,0,0,0.5,1,0,0,0.111111111,0.340666667
2014,10,18,6,13.1,74,2.2,100,0,0,10,0,0,2,0.555555556,16.85555556,2.166666667,170.4106667
2014,10,18,7,13.1,69,3,113,0,0,10,0,0.5,2,0.111111111,0.905555556,1.555555556,149.0223333
2014,10,19,0,18.9,61,3.2,116,0,0,10,0,0.5,2,0,0,0,0
2014,10,19,1,22.9,55,4,109,0,0,10,0,0.5,2,0,0,0.777777778,38.298
2014,10,19,2,23,59,4.4,132,1,0,10,0,0.5,2,0.555555556,28.62777778,2.222222222,455.928
2014,10,19,3,20.9,70,5.3,136,1,0,20,0,0.5,3,1.5,383.6944444,4,1173.825
2014,10,19,4,19.799999,80,4.1,125,5,0,20,0,0.5,3,3,898.0944444,5,2129.013
2014,10,19,5,19.299999,81,4.8,145,5,0,20,0,0.5,3,3,2270.838889,5,5081.054667
2014,10,19,6,18.700001,81,4.3,144,5,0,20,0,1,3,3,1358.277778,5,4012.133333
2014,10,19,7,18.9,79,4.6,152,0,0,20,0,1,3,3,1082.205556,5,2808.328
2014,10,20,0,21.6,75,4.5,144,0,0,20,0,0.5,3,3,1053.266667,5,3532.003333
2014,10,20,1,23,70,5.6,181,0,0,20,0,0.5,3,3,1167.277778,5,4168.003
2014,10,20,2,23,70,5.7,180,0,0,20,0,0.5,3,3,1154.911111,5,4393.774667
2014,10,20,3,21.299999,75,5.8,150,0,0,20,0,0.5,3,3,1253.277778,5,4129.552
2014,10,20,4,19.9,81,4.3,134,0,0,20,0,0.5,3,3,1460.083333,5,4566.149333
2014,10,20,5,19.9,86,4.9,178,0,0,20,0,0.5,3,3,1019.283333,5,3693.860667
2014,10,20,6,20,86,4.8,184,1,0,30,0,0.5,4,2.944444444,498,5,2008.272333
2014,10,20,7,20.299999,86,5.5,189,1,0,30,0,0.5,4,3,418.7944444,5,1680.186667
2014,10,21,0,22.4,88,6.3,189,1,0,30,0,1,4,3,769.2333333,5,2417.163667
2014,10,21,1,23.299999,83,6.8,202,1,0,51,1,0.5,4,3,726.9555556,5,2720.526
2014,10,21,2,22.4,86,6.8,212,1,0,60,1,0.5,4,3,979.1388889,5,3644.828333
2014,10,21,3,21.4,89,6.7,246,1,0,30,0,0.5,4,2.722222222,514.6666667,5,2084.156667
2014,10,21,4,20.5,90,6.1,227,1,0,30,0,1,4,2.944444444,347.5166667,4.611111111,1214.770333
2014,10,21,5,19.200001,90,6,262,1,0,60,1,1,4,1.833333333,143.5555556,3.611111111,602.9436667
2014,10,21,6,18.1,90,6.1,318,1,0,60,1,1,4,2.333333333,141.6555556,4.666666667,843.454
2014,10,21,7,18.1,86,9.6,36,1,0,60,1,1,4,2.277777778,106.7833333,4.166666667,574.9663333
2014,10,22,0,17,87,9.1,29,1,0,59,1,1,4,2.388888889,371.0888889,3.722222222,871.48
2014,10,22,1,16.799999,80,8.9,31,0,0,30,0,1.5,4,2.277777778,1694.605556,2.888888889,2846.905333
2014,10,22,2,17,74,8.6,34,0,0,29,0,1.5,4,3,4536.966667,3.555555556,10256.824
2014,10,22,3,16,68,7.8,32,0,0,20,0,1,3,3,4479.816667,4.444444444,12863.25467
2014,10,22,4,15.6,86,7.4,40,0,0,20,0,1,3,3,4190.133333,5,13603.051
2014,10,22,5,15,82,7,42,0,0,10,0,1,2,3,2917.938889,5,7641.492667
2014,10,22,6,14.3,79,5.8,43,0,0,10,0,0.5,2,3,1332.65,5,3622.666333
2014,10,22,7,14.1,74,5.7,42,0,0,10,0,0.5,2,1.277777778,87.10555556,4.444444444,662.343
2014,10,23,0,16.6,65,5.4,41,0,0,10,0,0.5,2,2.111111111,142.8166667,4.944444444,1056.959667
2014,10,23,1,18.6,57,4.4,39,0,0,10,0,0.5,2,2.222222222,147.7222222,4.722222222,972.036
2014,10,23,2,18.9,57,4.7,35,0,0,10,0,0.5,2,2.777777778,350.3722222,5,1601.231
2014,10,23,3,16.200001,62,3.9,38,0,0,10,0,0.5,2,1.944444444,177,3.888888889,851.6003333
2014,10,23,4,15.6,71,3.7,52,0,0,10,0,0.5,2,1.277777778,40.85555556,4,313.7346667
2014,10,23,5,14.1,78,3.9,89,0,0,20,0,0.5,3,0.333333333,5.566666667,3.055555556,146.933
2014,10,23,6,11.9,78,2.8,92,0,0,10,0,0,2,0.888888889,17.23333333,4.222222222,318.434
2014,10,23,7,11.9,76,2.8,103,0,0,0,0,0.5,1,0.444444444,5.372222222,3,183.9353333
2014,10,24,0,17.700001,64,3.6,110,0,0,0,0,0,1,0,0,0.0555555556,0.094
2014,10,24,1,20.1,55,2.8,4,0,0,0,0,0.5,1,0,0,0,0
2014,10,24,2,19.9,55,4.1,4,0,0,0,0,0.5,1,0,0,0.0555555556,0.270666667
2014,10,24,3,17.799999,63,2.5,10,0,0,0,0,0.5,1,0.333333333,7.25,1.388888889,99.00766667
2014,10,24,4,16.200001,76,3,52,0,0,0,0,0.5,1,0,0,0,0
2014,10,24,5,14.2,81,2.9,84,0,0,0,0,0.5,1,0,0,0,0
2014,10,24,6,14.1,81,1.7,117,0,0,0,0,0.5,1,0,0,0,0
2014,10,24,7,13.9,80,1.9,112,0,0,0,0,0.5,1,0,0,0,0
2014,10,25,0,18.200001,69,2.2,89,0,0,0,0,0.5,1,0,0,0,0
2014,10,25,1,21.1,60,2.2,354,0,0,0,0,0.5,1,0,0,0,0
2014,10,25,2,20.9,60,3.3,350,0,0,0,0,0.5,1,0,0,0,0
2014,10,25,3,18.299999,70,3.6,14,0,0,10,0,0.5,2,0,0,0,0
2014,10,25,4,17,67,2.4,126,0,0,10,0,0.5,2,0,0,0,0
2014,10,25,5,15.8,67,2,126,0,0,10,0,0.5,2,0,0,0,0
2014,10,25,6,14.7,79,2.1,100,0,0,10,0,0.5,2,0,0,0,0
2014,10,25,7,15.2,81,2.2,69,0,0,10,0,0.5,2,0,0,0.0555555556,0.785
2014,10,26,0,18.700001,73,2.8,30,0,0,10,0,0.5,2,0,0,0,0
2014,10,26,1,20.9,63,2.5,346,0,0,20,0,0,3,0.277777778,10.87222222,2.166666667,186.607
2014,10,26,2,22,63,3,311,0,0,10,0,0.5,2,1.111111111,48.00555556,5,770.1613333
2014,10,26,3,18.9,68,5.8,328,0,0,10,0,0.5,2,1.555555556,90.43888889,5,925.2303333
2014,10,26,4,17.200001,72,5.1,330,0,0,10,0,0.5,2,2.222222222,103.4833333,4.222222222,521.7026667
2014,10,26,5,16.9,76,6.6,347,0,0,20,0,1,3,1.388888889,59.38888889,3.555555556,297.6093333
2014,10,26,6,16.6,76,8.6,352,0,0,10,0,1,2,0.277777778,15.65555556,1.055555556,80.35866667
2014,10,26,7,15.8,68,7.9,358,0,0,10,0,1,2,2,362.1111111,3.666666667,1083.733333
2014,10,27,0,15.9,61,9.5,3,0,0,10,0,1.5,2,2,897.2388889,4,3185.894667
2014,10,27,1,17,60,10.4,3,0,0,10,0,1.5,2,1.555555556,1299.205556,4,5031.146
2014,10,27,2,16.799999,55,10.6,4,0,0,0,0,2,1,2.111111111,2662.444444,4.222222222,10603.09833
2014,10,27,3,15.9,57,8.9,11,0,0,0,0,2,1,3,4319.855556,5,12772.16867
2014,10,27,4,14.5,63,7.3,16,0,0,0,0,1.5,1,3,4313.955556,5,12564.84467
2014,10,27,5,13.9,71,7,22,0,0,0,0,1.5,1,3,4171.622222,5,11549.16567
2014,10,27,6,12.9,72,5.6,20,0,0,0,0,1.5,1,3,3188.477778,5,8133.479667
2014,10,27,7,11.8,72,5.5,21,0,0,0,0,1,1,2.944444444,1006.038889,5,3109.605333
2014,10,28,0,17.6,56,4,38,0,0,0,0,1,1,2.555555556,167.1111111,5,873.1223333
2014,10,28,1,19.9,46,3.3,27,0,0,0,0,1,1,0.5,9.638888889,4.888888889,453.7313333
2014,10,28,2,20.200001,41,3.1,25,0,0,0,0,1,1,2.055555556,229.6666667,5,1441.689667
2014,10,28,3,17.200001,50,4.1,43,0,0,0,0,0.5,1,2.5,170.8666667,5,1096.508
