tgt_Y,tgt_M,tgt_D,tgt_tz,temperature,humidity,windspeed,winddirection,6hrain,6hsnow,rainprobability,raintype,seawave,skystatus,hk1_numberofturbineinuse,hk1,hk2_numberofturbineinuse,hk2
2016,6,6,5,19.6,88,2.3,347,0,0,20,0,,3,3,1519.455556,5,3862.819667
2016,6,6,6,18.5,88,2.9,246,0,0,20,0,,3,1.833333333,351.4666667,3.444444444,1035.757667
2016,6,6,7,18.6,88,1.5,261,0,0,20,0,,4,0.5,8.927777778,2.388888889,167.683
2016,6,7,0,20.200001,85,2.5,358,0,0,20,0,,4,0.111111111,7.816666667,0.888888889,79.94633333
2016,6,7,1,21.799999,79,2.9,341,0,0,20,0,,3,0,0,0,0
2016,6,7,2,22.9,80,2.7,344,0,0,20,0,,3,0,0,0,0
2016,6,7,3,20.1,83,3.8,4,0,0,20,0,,3,0,0,0,0
2016,6,7,4,20.299999,90,1.3,258,0,0,20,0,,3,2.111111111,219.4777778,2.944444444,614.3093333
2016,6,7,5,19.200001,88,2.9,272,0,0,20,0,,3,3,581.3055556,4.222222222,1280.391
2016,6,7,6,18.6,90,1.5,164,0,0,30,0,,3,2.111111111,375.1722222,4.055555556,1102.985333
2016,6,7,7,18.1,90,1.5,155,0,0,30,0,,3,0,0,0,0
2016,6,8,0,20.200001,85,2.2,6,0,0,30,0,,2,0,0,0,0
2016,6,8,1,22.200001,80,2.8,359,0,0,30,0,,2,0,0,0,0
2016,6,8,2,21.700001,84,3.8,358,0,0,30,0,,2,0,0,0,0
2016,6,8,3,19.6,85,3.7,45,0,0,30,0,,2,0,0,0,0
2016,6,8,4,18.9,90,2.1,357,5,0,30,0,,3,0,0,0,0
2016,6,8,5,18.1,90,2.7,4,5,0,59,1,,3,0,0,0.611111111,17.88733333
2016,6,8,6,18.1,85,3.6,7,1,0,30,0,,3,0,0,0,0
2016,6,8,7,18.1,85,3.6,15,1,0,60,1,,3,0,0,0,0
2016,6,9,0,20.6,85,4.3,15,1,0,58,1,,4,0,0,0,0
2016,6,9,1,21.700001,80,4.3,15,0,0,30,0,,4,0,0,0,0
2016,6,9,2,21.9,75,4.8,5,0,0,30,0,,4,0,0,0.611111111,25.333
2016,6,9,3,20.5,80,4.9,11,0,0,29,0,,4,0.611111111,40.39444444,2.388888889,231.2593333
2016,6,9,4,19.700001,85,1.1,57,0,0,10,0,,4,1.111111111,45.8,3.833333333,333.838
2016,6,9,5,18.9,90,1.9,34,0,0,10,0,,4,0.833333333,45.65555556,2.666666667,220.4403333
2016,6,9,6,19,85,3.3,23,0,0,10,0,,4,0,0,0,0
2016,6,9,7,19.1,85,2.3,53,0,0,10,0,,4,0,0,0,0
2016,6,10,0,22.4,79,2.2,42,0,0,10,0,,4,0,0,0,0
2016,6,10,1,24.6,74,2.6,22,0,0,10,0,,4,0,0,0,0
2016,6,10,2,26.200001,73,3,67,0,0,10,0,,4,1.055555556,100.8555556,2.722222222,474.668
2016,6,10,3,24.200001,75,4.2,110,0,0,10,0,,4,1.388888889,81.06666667,3.555555556,378.9293333
2016,6,10,4,23.6,85,4.9,114,0,0,20,0,,4,0.444444444,10.26111111,0.5,21.68133333
2016,6,10,5,22.6,85,4.8,110,0,0,20,0,,4,0,0,0.111111111,0.624
2016,6,10,6,21.200001,85,5.9,122,0,0,20,0,,4,0.444444444,21.02222222,0.944444444,125.3553333
2016,6,10,7,21.200001,85,4.8,107,0,0,20,0,,4,2.833333333,330.2666667,4.888888889,1410.747333
2016,6,11,0,23.5,84,3.8,121,0,0,21,0,,4,3,1052.105556,5,3258.619667
2016,6,11,1,25.5,85,4.8,135,0,0,20,0,,4,3,660.4111111,5,2028.707333
2016,6,11,2,26.5,80,5.8,141,0,0,20,0,,4,1.833333333,158.9166667,4.666666667,807.8593333
2016,6,11,3,24.4,83,5.7,139,0,0,20,0,,4,2.944444444,458.0277778,4.944444444,1203.404
2016,6,11,4,22.4,88,3,121,0,0,19,0,,4,3,1192.088889,5,2413.682667
2016,6,11,5,21.4,89,2.3,108,0,0,20,0,,4,3,1138.588889,5,2583.966667
2016,6,11,6,21.1,90,1.9,62,0,0,30,0,,4,3,1058.022222,5,2541.761667
2016,6,11,7,21.799999,90,2.8,29,0,0,30,0,,4,2.5,515.0944444,4.888888889,1345.099
2016,6,12,0,23.1,85,2.7,27,5,0,30,0,,4,0.722222222,20.43888889,4.111111111,317.2673333
2016,6,12,1,22.799999,85,1.9,17,5,0,58,1,,4,0.5,14.76666667,2.333333333,172.5223333
2016,6,12,2,23,88,3.3,50,5,0,59,1,,4,0.166666667,1.066666667,1.5,110.9323333
2016,6,12,3,21.5,85,2.7,347,1,0,57,1,,3,0,0,0,0
2016,6,12,4,21,90,4,345,0,0,30,0,,3,0,0,0,0
2016,6,12,5,20.4,88,2.5,1,0,0,30,0,,3,0,0,0,0
2016,6,12,6,20.200001,89,2.2,7,0,0,30,0,,3,0,0,0.611111111,20.477
2016,6,12,7,20.200001,90,2.6,5,0,0,20,0,,3,0.555555556,25.23888889,1.055555556,116.663
2016,6,13,0,22.4,83,3.3,9,0,0,29,0,,3,0,0,1.166666667,42.54133333
2016,6,13,1,23.5,78,3.4,360,0,0,19,0,,3,0.444444444,5.872222222,4.666666667,434.7043333
2016,6,13,2,23,78,3.4,360,0,0,20,0,,3,1.777777778,389.2111111,5,2396.76
2016,6,13,3,21.700001,80,4.3,2,0,0,20,0,,4,2.166666667,227.3166667,5,1346.205333
2016,6,13,4,20.4,80,5.3,10,0,0,10,0,,3,3,496.1222222,5,1513.988
2016,6,13,5,19.6,84,4.2,1,0,0,10,0,,3,3,844.2111111,5,2075.263333
2016,6,13,6,18.700001,84,2.7,359,0,0,10,0,,4,1.944444444,128.0166667,4.444444444,632.0866667
2016,6,13,7,18.700001,83,3.6,315,0,0,10,0,,4,0,0,2.222222222,109.0163333
2016,6,14,0,22.1,73,3.5,324,0,0,10,0,,2,0.5,8.277777778,3.111111111,200.6016667
2016,6,14,1,25.1,69,4.1,292,0,0,10,0,,3,0,0,0.722222222,32.88466667
2016,6,14,2,25.200001,69,3.9,240,0,0,10,0,,3,0,0,0,0
2016,6,14,3,23.299999,73,4.6,201,0,0,10,0,,4,0,0,0,0
2016,6,14,4,21.200001,78,5.3,167,0,0,10,0,,4,1.833333333,161.0055556,2.944444444,396.156
2016,6,14,5,20.4,83,5.3,167,0,0,10,0,,4,2.111111111,92.88888889,3.722222222,396.328
2016,6,14,6,19.5,85,5.7,163,0,0,20,0,,4,1.222222222,89.07222222,4.722222222,631.067
2016,6,14,7,20.1,85,6.4,160,0,0,20,0,,4,1.666666667,99.68888889,4.444444444,701.086
2016,6,15,0,22.6,83,6.3,161,0,0,20,0,,4,3,490.0333333,5,2119.747333
2016,6,15,1,25,78,6.7,164,0,0,20,0,,4,3,812.3944444,4.5,2293.882333
2016,6,15,2,26.200001,78,6.9,153,0,0,20,0,,3,3,1864.672222,4.555555556,5046.255
2016,6,15,3,24.4,88,6.5,155,0,0,30,0,,3,3,2189.372222,4.833333333,5321.502667
2016,6,15,4,23.5,90,5.5,157,0,0,30,0,,3,3,2023.255556,5,5357.033
2016,6,15,5,22.5,92,5.5,224,0,0,28,0,,3,3,2468.483333,5,7066.309667
2016,6,15,6,21.299999,90,5.8,225,5,0,60,1,,3,3,1062.388889,5,3250.776
2016,6,15,7,21.299999,90,5.9,271,5,0,60,1,,3,2.777777778,455.0611111,5,1835.37
2016,6,16,0,22.200001,90,6.1,302,0,0,29,0,,3,2.833333333,274.3444444,5,1152.784
2016,6,16,1,23.299999,85,7.2,315,0,0,30,0,,3,2.166666667,275.9777778,4.277777778,771.238
2016,6,16,2,23.799999,80,7.9,314,0,0,20,0,,3,0.833333333,89.6,1.888888889,240.441
2016,6,16,3,21.9,80,7.8,315,0,0,20,0,,3,2.5,845.05,4.222222222,2039.582333
2016,6,16,4,19.9,85,6.7,306,0,0,30,0,,3,3,1538.027778,5,4145.425667
2016,6,16,5,20,85,5.6,318,0,0,20,0,,3,3,1383.811111,5,3758.257333
2016,6,16,6,19.1,83,3.3,280,0,0,20,0,,3,2.944444444,694.55,5,2236.989667
2016,6,16,7,19.1,81,3.3,264,0,0,10,0,,3,0.444444444,8.522222222,4.277777778,306.7183333
2016,6,17,0,22.5,70,4,271,0,0,10,0,,3,0.888888889,22.89444444,1.388888889,166.4433333
2016,6,17,1,23.9,65,2.7,254,0,0,10,0,,3,0.666666667,9.1,3.944444444,310.032
2016,6,17,2,24.299999,66,4.8,267,0,0,10,0,,3,0,0,0.444444444,6.953333333
2016,6,17,3,22.9,65,4.9,228,0,0,10,0,,3,0,0,0,0
2016,6,17,4,21,80,5.2,186,0,0,10,0,,3,0,0,0,0
2016,6,17,5,20.9,84,4.1,202,0,0,10,0,,3,0.722222222,12.74444444,3.166666667,223.1506667
2016,6,17,6,19.9,86,2.7,175,0,0,10,0,,4,1.666666667,71.58333333,4.611111111,585.5233333
2016,6,17,7,20.1,86,4.1,153,0,0,10,0,,4,2,119.7111111,5,788.0916667
2016,6,18,0,23.700001,73,3.1,131,0,0,20,0,,4,2.166666667,123.8055556,4.944444444,804.01
2016,6,18,1,25.200001,68,2.3,67,0,0,20,0,,4,3,347.85,4.277777778,1090.567667
2016,6,18,2,25.1,83,6,120,0,0,23,0,,3,2.833333333,223.5,4.833333333,1090.006333
2016,6,18,3,23.4,85,6.6,132,1,0,50,1,,3,3,1039.511111,5,2296.146
2016,6,18,4,22.5,90,6.6,174,10,0,61,1,,3,3,1537.8,5,3406.699333
2016,6,18,5,22.4,90,5.8,193,10,0,80,1,,3,3,1564.344444,5,3684.024
2016,6,18,6,22,90,6,208,10,0,78,1,,3,3,1505.75,5,3568.588
2016,6,18,7,22.1,90,5.9,179,0,0,30,0,,3,2.944444444,1257.394444,5,4432.798
2016,6,19,0,22.200001,94,4.8,208,0,0,20,0,,3,3,976.7444444,5,3477.542667
2016,6,19,1,24.4,90,4,204,0,0,19,0,,3,2.944444444,479.2388889,5,1773.331667
2016,6,19,2,26.4,84,5.6,203,0,0,10,0,,3,0.444444444,12.23333333,3.111111111,234.7536667
2016,6,19,3,24.799999,85,5.6,198,0,0,10,0,,3,1.777777778,123.4444444,4.5,785.6763333
2016,6,19,4,22.700001,90,3.9,194,0,0,20,0,,3,1.888888889,111.1,4.611111111,540.5383333
2016,6,19,5,22.200001,90,3.7,172,0,0,20,0,,3,0.388888889,7.294444444,3.277777778,178.558
2016,6,19,6,22.1,90,3,166,10,0,30,0,,3,0,0,0,0
2016,6,19,7,22,90,2.9,133,10,0,60,1,,3,1.555555556,41.22777778,4.111111111,451.618
2016,6,20,0,24.299999,89,4,103,10,0,80,1,,2,2.111111111,122.4055556,4.722222222,836.3433333
2016,6,20,1,24.4,90,3,140,10,0,89,1,,2,2.777777778,296.5333333,5,1472.183333
2016,6,20,2,25,90,5.1,221,5,0,80,1,,2,0.277777778,6.183333333,2.722222222,165.5036667
2016,6,20,3,23.6,90,5.4,207,5,0,70,1,,2,1.277777778,302.55,2.944444444,1052.452667
2016,6,20,4,22.299999,90,7.1,214,0,0,29,0,,2,3,2420.8,5,6848.469333
2016,6,20,5,22,93,4.9,268,0,0,30,0,,2,3,3074.177778,5,9156.998333
2016,6,20,6,22.1,94,4.1,315,0,0,20,0,,2,2.777777778,3471.027778,5,9134.4
2016,6,20,7,21.1,94,2.8,320,0,0,20,0,,2,2.833333333,2262.95,5,7043.077
2016,6,21,0,24.299999,86,5.5,1,0,0,20,0,,2,2.888888889,754.6166667,4.833333333,2049.613667
2016,6,21,1,25.299999,79,4.4,276,0,0,20,0,,2,2.277777778,160.6611111,4.333333333,718.6476667
2016,6,21,2,26.1,83,4,192,0,0,30,0,,2,0,0,0.0555555556,0.348666667
2016,6,21,3,25,88,4.1,147,0,0,30,0,,2,0,0,0,0
2016,6,21,4,23.6,90,4.3,152,5,0,60,1,,2,0,0,0.0555555556,0.0986666667
2016,6,21,5,22.4,93,4.7,105,5,0,60,1,,2,0,0,0.444444444,15.11133333
2016,6,21,6,22.6,94,6.1,46,5,0,60,1,,2,0,0,0,0
2016,6,21,7,22.4,90,4.9,71,5,0,70,1,,2,1.444444444,677.5055556,2.722222222,2250.874
2016,6,22,0,23.6,93,4.2,88,40,0,90,1,,2,1.388888889,480.9833333,2.722222222,1563.931333
2016,6,22,1,24.5,93,5.6,125,40,0,80,1,,2,2.166666667,553.75,4.5,1664.805
2016,6,22,2,25.5,90,5.6,143,40,0,74,1,,2,0.666666667,52.56111111,2.333333333,281.397
2016,6,22,3,23.799999,93,6.6,204,40,0,70,1,,2,3,999.2777778,4.944444444,2753.293333
2016,6,22,4,23.5,93,5.3,218,5,0,60,1,,2,3,1454.527778,5,4804.730667
2016,6,22,5,23.200001,90,4.3,234,0,0,30,0,,2,3,1355.6,5,4023.170333
2016,6,22,6,22.6,94,4.2,251,0,0,30,0,,2,2.722222222,796.8944444,5,2602.857333
2016,6,22,7,23.1,93,4,11,0,0,30,0,,2,0.888888889,42.66111111,3.388888889,392.1593333
2016,6,23,0,24.1,85,3.9,44,0,0,20,0,,2,0.166666667,1.7,2.222222222,154.0226667
2016,6,23,1,25.4,80,4.8,2,0,0,20,0,,2,0,0,0,0
2016,6,23,2,27.1,78,2.6,66,0,0,20,0,,2,0.0555555556,0.0722222222,1.777777778,75.72133333
2016,6,23,3,25.4,83,4.7,46,0,0,20,0,,2,0.722222222,20.37777778,1.444444444,112.057
2016,6,23,4,23.799999,85,3,113,0,0,20,0,,2,0.666666667,42.56111111,1.222222222,238.736
2016,6,23,5,22.700001,88,3.3,72,0,0,30,0,,2,0.388888889,13.87777778,1.888888889,146.4453333
2016,6,23,6,22.6,90,2.3,118,5,0,60,1,,3,1.722222222,393.5611111,3.055555556,1152.472667
2016,6,23,7,23.6,90,3,129,5,0,80,1,,3,3,1159.883333,5,3269.012333
2016,6,24,0,24.9,90,7.8,179,5,0,60,1,,2,3,1683.044444,5,4369.979333
2016,6,24,1,26,90,9.4,224,5,0,70,1,,2,3,2485.294444,5,7057.434
2016,6,24,2,24.200001,89,10,224,0,0,30,0,,2,3,2768.883333,5,9287.453333
2016,6,24,3,22.9,89,8.8,313,0,0,30,0,,2,2.611111111,2431.788889,5,9176.478333
2016,6,24,4,21,90,7.8,297,0,0,30,0,,2,1.777777778,1935.8,5,7943.746333
2016,6,24,5,21,85,5.8,300,0,0,30,0,,2,2.666666667,2097.066667,4.888888889,6009.870333
2016,6,24,6,20.200001,86,3.9,307,0,0,30,0,,2,2.944444444,2275.183333,5,5059.613667
2016,6,24,7,21.1,85,3.6,313,0,0,20,0,,2,3,1082.455556,4.833333333,2884.461
2016,6,25,0,22.799999,82,4.6,322,0,0,20,0,,2,3,904.1388889,5,2702.302333
2016,6,25,1,24.299999,70,3.4,293,0,0,20,0,,2,2.388888889,260.7111111,5,1350.702667
2016,6,25,2,23.9,69,5.4,243,0,0,20,0,,2,2.833333333,953.5444444,4.5,2877.662667
2016,6,25,3,23.1,73,7.7,247,0,0,30,0,,2,0.944444444,80.28888889,2.666666667,486.1956667
2016,6,25,4,22.4,85,6.6,264,0,0,10,0,,2,2.166666667,231.4388889,3.722222222,728.639
2016,6,25,5,20.9,90,4.8,271,0,0,10,0,,2,3,662.2333333,4,1246.099667
2016,6,25,6,21.1,90,4.2,266,0,0,10,0,,2,3,1224.45,4,3260.179667
2016,6,25,7,21.4,85,4.3,273,0,0,10,0,,2,3,1524.361111,4,3935.820333
2016,6,26,0,23.5,80,4.9,262,0,0,10,0,,2,1.166666667,124.9555556,4,774.8966667
2016,6,26,1,24.9,76,3.4,279,0,0,10,0,,2,1.5,256.8944444,3.277777778,934.252
2016,6,26,2,25.799999,72,3.7,282,0,0,10,0,,2,0.333333333,3.755555556,2.888888889,191.6466667
2016,6,26,3,24.4,76,3.6,289,0,0,10,0,,2,0,0,0.777777778,29.879
2016,6,26,4,22.299999,85,4.9,269,0,0,10,0,,3,0.833333333,68.91111111,2.222222222,451.2163333
2016,6,26,5,22.1,85,4.7,256,0,0,10,0,,3,1.333333333,61.4,3.555555556,575.9333333
2016,6,26,6,21.200001,85,3.9,229,0,0,20,0,,3,0,0,0.833333333,48.83333333
2016,6,26,7,19.9,85,3.6,26,0,0,20,0,,3,0,0,0,0
2016,6,27,0,21.1,85,0.9,103,1,0,30,0,,3,0,0,0,0
2016,6,27,1,22.200001,85,1.7,50,1,0,58,1,,3,0,0,0,0
2016,6,27,2,22.6,86,4.8,87,5,0,58,1,,3,0.388888889,5.366666667,1,100.8273333
2016,6,27,3,21.1,80,4.8,125,5,0,60,1,,3,0.944444444,229.7944444,3.166666667,1069.013333
2016,6,27,4,19.5,83,5.6,126,5,0,80,1,,3,2.666666667,680.8555556,4.722222222,2389.287333
2016,6,27,5,19.299999,80,5.4,107,5,0,67,1,,3,1,62.63333333,3.333333333,374.8456667
2016,6,27,6,17.9,85,6.6,97,1,0,58,1,,3,0,0,0.111111111,2.909666667
2016,6,27,7,18.1,85,6.1,110,0,0,30,0,,3,0.0555555556,0.816666667,0.388888889,32.43533333
2016,6,28,0,20.1,85,3.5,95,1,0,59,1,,3,0.555555556,70.86111111,2.722222222,436.3296667
2016,6,28,1,21.4,89,4.5,96,1,0,68,1,,3,0,0,0.277777778,8.731333333
2016,6,28,2,22.6,85,3.6,102,5,0,59,1,,3,0,0,0,0
2016,6,28,3,22.200001,87,3.8,102,0,0,28,0,,3,0,0,0,0
2016,6,28,4,21.700001,90,3.7,47,5,0,59,1,,3,0,0,0,0
2016,6,28,5,21.200001,90,4.1,128,5,0,70,1,,3,0.722222222,513.4444444,1.333333333,1394.781667
2016,6,28,6,20.9,90,5.1,116,5,0,70,1,,3,0.944444444,541.3611111,2,1663.850667
2016,6,28,7,20.9,90,4.1,231,5,0,70,1,,3,2.777777778,895.0944444,4.944444444,3107.411
2016,6,29,0,23.1,90,4.7,175,10,0,80,1,,2,2.166666667,911.7,4.5,2426.436667
2016,6,29,1,24.5,83,4.4,139,0,0,30,0,,2,0.833333333,28.75,2.555555556,264.728
2016,6,29,2,24.700001,85,4.6,86,1,0,28,0,,2,0,0,0.722222222,46.00866667
2016,6,29,3,23.9,86,4.4,48,1,0,60,1,,2,0,0,0,0
2016,6,29,4,22.5,90,4.8,177,0,0,28,0,,2,0,0,0.222222222,14.471
2016,6,29,5,22.5,93,4.4,178,0,0,30,0,,2,2.055555556,343.55,3.444444444,863.7793333
2016,6,29,6,21.9,90,4.6,179,0,0,30,0,,3,1,124.9722222,3,469.9476667
2016,6,29,7,22.5,90,3,177,0,0,28,0,,3,0.111111111,0.988888889,2.388888889,133.8493333
2016,6,30,0,23.5,90,5.4,178,1,0,60,1,,2,1.722222222,63.95555556,4.888888889,756.5726667
2016,6,30,1,25,83,5.4,180,0,0,29,0,,2,2.944444444,384.9444444,5,1607.819667
2016,6,30,2,27.4,79,5.6,180,0,0,20,0,,2,2.944444444,625.5944444,5,2407.899333
2016,6,30,3,26.200001,79,6,146,0,0,20,0,,2,1.333333333,75.76666667,3.222222222,486.3206667
2016,6,30,4,24.200001,88,6.4,135,0,0,20,0,,2,2.944444444,854.7333333,4.555555556,2401.032667
2016,6,30,5,23.5,90,6.1,135,0,0,20,0,,2,3,2170.75,4,3820.781667
2016,6,30,6,23.5,90,6.6,144,0,0,30,0,,2,3,1952.105556,4,3325.718333
2016,6,30,7,23.5,90,7,158,0,0,30,0,,2,3,1978.966667,4.111111111,5074.409667
2016,7,1,0,24.9,89,7.6,153,5,0,51,1,,2,2.388888889,1757.116667,5,8169.135667
2016,7,1,1,25.700001,83,8.1,158,5,0,60,1,,2,2,1189.488889,5,6162.480667
2016,7,1,2,25.5,85,8.9,170,5,0,60,1,,3,2,1409.988889,5,8020.397333
2016,7,1,3,24.5,89,9.6,171,5,0,60,1,,2,2.222222222,2303.55,5,10699.72733
2016,7,1,4,24.4,90,11.5,173,0,0,29,0,,3,2.555555556,2516.027778,4.666666667,8469.554
2016,7,1,5,23.799999,90,11.1,189,0,0,29,0,,3,2.888888889,2966.666667,5,10401.488
2016,7,1,6,23.700001,90,11.2,201,5,0,29,0,,3,2.888888889,3099.494444,5,11169.38367
2016,7,1,7,23.4,90,11,205,5,0,60,1,,3,2.944444444,3873.55,4.388888889,11778.29067
2016,7,2,0,24.799999,90,10.2,189,5,0,60,1,,3,2.277777778,3136.572222,4,11317.92867
2016,7,2,1,25.799999,90,8.9,193,5,0,60,1,,3,2.777777778,2825.744444,4,8173.395
2016,7,2,2,25.1,89,7.9,206,5,0,60,1,,3,3,875.6388889,4,2178.44
2016,7,2,3,24,90,7,182,5,0,60,1,,3,2.944444444,1288.627778,4,3816.645
2016,7,2,4,23.1,99,3.8,209,0,0,30,0,,3,2.166666667,2851.822222,4.388888889,11111.544
2016,7,2,5,23,94,3,182,0,0,30,0,,3,2.5,2016.816667,5,6835.173667
2016,7,2,6,22.5,91,2.5,165,1,0,30,0,,3,1.944444444,196,3.555555556,707.357
2016,7,2,7,22.5,91,1.8,101,1,0,60,1,,3,0,0,0,0
2016,7,3,0,23.700001,90,2.4,67,5,0,60,1,,3,0,0,0,0
2016,7,3,1,25.6,90,5,57,5,0,70,1,,3,0,0,0,0
2016,7,3,2,26.299999,90,6.6,124,5,0,71,1,,4,1.5,87.10555556,2.555555556,375.1586667
2016,7,3,3,25.1,90,5.6,175,5,0,61,1,,3,2.777777778,745.8166667,4.888888889,2168.648667
2016,7,3,4,23.299999,95,6.6,189,0,0,29,0,,3,3,1500.7,5,5484.607
2016,7,3,5,23.200001,95,7.9,185,0,0,30,0,,3,2.444444444,1871.266667,3.666666667,5347.438667
2016,7,3,6,23.5,95,6.5,202,0,0,30,0,,3,2.611111111,935.1888889,3.777777778,2625.944667
2016,7,3,7,23.799999,95,6.2,198,0,0,30,0,,3,3,1545.455556,4,4452.843667
2016,7,4,0,25.299999,94,6,174,0,0,29,0,,3,3,1828.722222,3.555555556,4464.509
2016,7,4,1,26.4,88,6.6,178,0,0,29,0,,3,3,2893.744444,3,4936.811
2016,7,4,2,27.9,85,8.3,168,0,0,29,0,,3,2.888888889,2029.683333,3.944444444,5181.655
2016,7,4,3,26.799999,88,7.3,163,0,0,29,0,,3,2.888888889,1579.383333,5,5922.073
2016,7,4,4,25.1,90,4,202,0,0,20,0,,3,3,2078.555556,5,7082.571
2016,7,4,5,24.200001,90,3.9,222,0,0,20,0,,3,3,2171.822222,4.166666667,6503.207667
2016,7,4,6,24.200001,94,4.2,208,0,0,20,0,,3,3,2829.961111,5,9471.985
2016,7,4,7,23.4,90,4.2,227,0,0,20,0,,3,3,3293.838889,5,10060.684
2016,7,5,0,25.5,89,6.2,170,0,0,10,0,,3,3,3745.433333,5,11961.852
2016,7,5,1,27.5,84,8.9,168,0,0,10,0,,3,3,3016.505556,5,9553.357667
2016,7,5,2,28.4,83,7.9,170,0,0,9,0,,3,3,2620.188889,5,8612.564
2016,7,5,3,27.200001,88,6.7,168,0,0,9,0,,3,3,3018.938889,4.611111111,8733.800333
2016,7,5,4,25.9,93,6,162,0,0,9,0,,3,3,2721.455556,4.166666667,7051.148667
2016,7,5,5,24.4,94,6,162,0,0,10,0,,3,2.833333333,2444.005556,4.222222222,7696.311333
2016,7,5,6,24.4,94,6,167,0,0,10,0,,3,3,2326.261111,5,8627.363333
2016,7,5,7,24.200001,94,5,165,0,0,10,0,,3,3,2050.261111,5,7384.669333
2016,7,6,0,25.4,95,6,172,0,0,10,0,,3,3,1763.538889,5,6702.044333
2016,7,6,1,28.700001,85,6,177,0,0,10,0,,3,3,1693.383333,4.222222222,5134.974333
2016,7,6,2,29.1,80,5.5,185,0,0,9,0,,3,3,977.3722222,4.388888889,3428.468667
2016,7,6,3,27,84,5.6,160,0,0,9,0,,3,3,708.2722222,4.444444444,2551.976
2016,7,6,4,25.799999,87,4.6,143,0,0,9,0,,3,3,865.5888889,4.444444444,2571.831
2016,7,6,5,25.6,89,4,135,0,0,9,0,,3,3,1050.472222,3.444444444,2117.648333
2016,7,6,6,24.5,89,3.5,78,0,0,9,0,,3,2.388888889,159.5777778,3.944444444,637.2673333
2016,7,6,7,23.6,85,3.3,89,0,0,9,0,,3,0.666666667,17.1,3,312.5736667
2016,7,7,0,26.1,75,2.5,93,0,0,9,0,,3,0.166666667,1.577777778,2.611111111,134.0483333
2016,7,7,1,28.299999,73,3.3,23,0,0,9,0,,3,0.222222222,2.088888889,3.055555556,181.8353333
2016,7,7,2,30.5,74,4.9,17,0,0,9,0,,3,2.777777778,189.3888889,4.722222222,755.1676667
2016,7,7,3,28.6,75,3.4,120,0,0,20,0,,3,0.666666667,28.06666667,2.888888889,220.004
2016,7,7,4,25.9,85,3.4,94,0,0,28,0,,3,1.055555556,71.46666667,2.777777778,353.028
2016,7,7,5,24.700001,85,2.2,84,0,0,30,0,,3,1.055555556,146.85,1.833333333,524.1216667
2016,7,7,6,24.700001,85,3,48,0,0,29,0,,3,1.111111111,79.2,2.611111111,363.8526667
2016,7,7,7,24.700001,85,3.3,46,0,0,28,0,,3,0.388888889,10.71111111,1.444444444,166.4926667
2016,7,8,0,26.799999,80,3.8,66,0,0,28,0,,3,1.5,229.0777778,3.222222222,898.91
2016,7,8,1,27.799999,75,4.9,134,0,0,27,0,,3,0,0,0.111111111,9.765
2016,7,8,2,28.799999,75,4.7,81,0,0,19,0,,3,0,0,0,0
2016,7,8,3,27.700001,78,4,71,0,0,19,0,,3,0.5,9.666666667,0.277777778,5.814333333
2016,7,8,4,26.4,80,2.7,36,0,0,20,0,,3,0,0,0,0
2016,7,8,5,25,85,2.6,39,0,0,20,0,,3,1.611111111,804.6888889,2.666666667,1668.030333
2016,7,8,6,23.9,85,2.3,38,0,0,20,0,,3,2.111111111,532.8055556,3.555555556,1329.79
2016,7,8,7,23.200001,84,2.6,34,0,0,19,0,,3,2,257.3777778,4.555555556,1270.685333
2016,7,9,0,25.799999,83,2.6,36,0,0,10,0,,3,0,0,0.5,18.365
2016,7,9,1,27.9,78,4.3,13,0,0,10,0,,3,1.388888889,308.2111111,2.444444444,1059.515667
2016,7,9,2,28.9,78,5.2,30,0,0,10,0,,3,0.611111111,101.2833333,1.444444444,414.6293333
2016,7,9,3,26.5,83,4.2,358,0,0,10,0,,3,0,0,0.277777778,4.207666667
2016,7,9,4,25.5,88,2.4,356,0,0,20,0,,3,0.777777778,76.79444444,2.555555556,446.804
2016,7,9,5,24.5,90,1.6,2,0,0,20,0,,3,0,0,0.0555555556,0.637666667
2016,7,9,6,24.200001,90,2.6,28,0,0,20,0,,3,0,0,0,0
2016,7,9,7,23.700001,90,2.3,35,0,0,20,0,,3,0,0,0,0
2016,7,10,0,25.200001,85,2.3,37,0,0,29,0,,3,0,0,0.277777778,10.383
2016,7,10,1,27.4,85,2.6,35,0,0,28,0,,3,0,0,0,0
2016,7,10,2,25.200001,85,3.5,315,5,0,79,1,,3,0.111111111,0.833333333,0.833333333,82.36366667
2016,7,10,3,24.200001,90,3.6,3,5,0,79,1,,3,0.333333333,8.216666667,2.222222222,233.9213333
2016,7,10,4,23.299999,90,2.7,133,5,0,79,1,,3,0.277777778,7.972222222,1.777777778,153.144
2016,7,10,5,23.200001,90,1.9,73,5,0,78,1,,3,0.722222222,52.61111111,3.388888889,364.831
2016,7,10,6,23.4,90,1.6,36,10,0,80,1,,3,1,54.85555556,1.666666667,256.0156667
2016,7,10,7,22.299999,90,2.4,71,10,0,80,1,,3,0,0,0,0
2016,7,11,0,24.299999,90,1.8,84,5,0,81,1,,3,1,43.52777778,2.666666667,342.614
2016,7,11,1,25.6,85,3.3,110,5,0,70,1,,3,2.055555556,251.4055556,3.444444444,900.714
2016,7,11,2,26.1,85,5.1,96,5,0,59,1,,2,2.222222222,273.2666667,3.888888889,984.1376667
